original_text,char_pert,word_pert,adv_pert,true_label,original_pred,char_pred,word_pred,adv_pred,original_conf,char_conf,word_conf,adv_conf
<number> in <number> women <number> in <number> men <percent> of lesbian women <percent> of bisexual women <percent> of gay men <percent> of bisexual men no data on nb and trans women are being murdered it statistically impossible for you not to know someone who has experienced domestic violence,number> i <numer> women <number> in <nume> me <percent> of le$bia0men p3rcen7> f bisexual won <ercent> of g@y men <prc3n7> of bs3xual men no d@t 0n b andtr@ns w0men ar3 be1n murd3r3d it$t71stically imp0$$ibl3 for younot toknow someone who ha$ 3xperi3nc3d d0me$tic violence,<number> in <number> women <number> in <number> men <percent> of sapphic women <percent> of bisexual women <percent> of gay men <percent> of bisexual men no data on NB and trans women exist being murdered it statistically impossible for you not to know someone who consume know domestic violence,<number> in <number> in my opinion women <number> in <number> men <percent> of lesbian women <percent> of bisexual women <percent> of gay men <percent> of bisexual men no data on nb and quite trans women are being murdered it statistically impossible for you not to know someone who has experienced domestic violence really,0,1,1,1,1,0.6914949417114258,0.7324557304382324,0.7111230492591858,0.7112346291542053
it been <number> years since the moslem terrorist attack in argentina thanks to the liberals there there may never be resolution amia <number> años han pasado y nada gracias cfk gabgento,1t been <number> ye@r$ s1nc3 te moslem 7rr0rist attack 1argn71na 7hanks t0 te l1beras ther3 ther3 may never bere$olu7ion @m1@ <numb3r> añ0$ hn p@$ado y n@d gr@(ias cf gabg370,it been <number> years since the moslem terrorist attack in Argentina thanks to the liberals there there may never follow declaration amia <number> años han pasado y nil gracias cfk gabgento,it been <number> years since the moslem terrorist attack in argentina thanks very to the liberals there perhaps there maybe may never be resolution amia <number> años han pasado y nada gracias cfk gabgento,0,0,0,0,0,0.8621791005134583,0.6901986598968506,0.8418407440185547,0.8565343618392944
non lesbians stop saying dyke,n0n lesbians $70p s@yng dyke,not lesbians plosive saying dyke,non lesbians stop saying dyke quite rather kind of,1,1,1,0,1,0.639045238494873,0.6332194209098816,0.5536264181137085,0.5979657769203186
really apart from tunnelling what have the arabs provided the world with,really ap@r7 frm 7unnell1ng wha7 @ve th3 arb$ pr0vided 7h3 worldwit,really aside from tunnelling what have the arabs allow the world with,really apart from tunnelling what have the arabs provided somewhat the world with,1,1,0,1,1,0.7562884092330933,0.9165370464324951,0.8539902567863464,0.7218108177185059
<user> i went to a minor league ball game yesterday in a majority black city truly baseball is honky ball white families with kids as far as the eye could see it was packed,<user> i w3nt to aminor e@gue b@ll me y3steray n @ majority blck c1ty truly baseb@ll 1 hky blwi73 famil1s w7h 1ds as far @sth3 3ye (ould se3 i was pa(ked,<user> i went to a small league clod game yesterday in a majority black metropolis truly baseball is honky orb livid families with kids angstrom ALIR ampere the heart could see it be packed,<user> i went to a minor league ball game yesterday in maybe a majority black city truly baseball is honky ball white families with kids as far as the eye could see it was packed,0,1,0,1,1,0.6711442470550537,0.6870275139808655,0.6049402356147766,0.6558439135551453
true but the most disgusting thing would be a muslim twerking a goat,true bt th3 mos7 di$gu$tin th1ng wold be a musl1m twerk1ng a g0@t,lawful but the most disgusting thing would be A muslim twerking ampere goat,true but the most disgusting thing would really be a muslim twerking a goat,1,1,1,1,1,0.8217517733573914,0.5370250344276428,0.7707107663154602,0.7792465686798096
per capita whites are doing much better than the chinese besides i think you are over estimating how much soy the average chinaman actually eats,per (@pita wh17es are d0ing much et3r than the (hinese b3sid3$ 1 t1nk you @r3 0^er e$t1mating hw much s0y7he @veag3(hin@@n actually 3@7$,per capita whites follow doing much serious than the chinese also ane think you are over estimating how lots soy the average Chinaman really eats,per capita whites are doing much better than the chinese besides i think you are over estimating how much soy the average chinaman rather actually quite eats,0,1,1,1,1,0.6933534145355225,0.8680435419082642,0.6628096103668213,0.6875771880149841
i am holding my celebration until after she get her numbers i know how them white ppl play guilty do not mean shit if they gone give her county time,i am h0lding my (3lebrai0n ut1 @fer she get h3r nmbes 1 know w the wh1t3 pl lay gu1lty do no7 m@n shi7 if tey 0n3 give her c0unty t1m,i comprise holding my celebration until subsequently she aim her numerate unity experience how them white ppl play guilty come not mean shit if they gone render her county time,i in my opinion am holding my celebration until after she get her numbers i know how them white ppl play guilty do not mean shit if they gone give her county time,0,1,1,1,1,0.9487849473953247,0.9189067482948303,0.7430223822593689,0.6591795086860657
hm 🤔 maybe if i survive my chemo and grow up i could be a lifeguard at a nigger swimming pool 🤔,hm 🤔 aybeif i surviv3y ceo @d grow up i could b3 @ lif3guard at a nigger $wimmin pool 🤔,maybe if i survive my chemo and farm up iodin could cost a lifesaver at a nigger naiant puddle 🤔 hm 🤔,hm 🤔 maybe if in my opinion i survive my chemo and grow up i could be a lifeguard at a rather nigger very swimming pool 🤔,2,1,1,1,1,0.8054232597351074,0.8690080642700195,0.8971388339996338,0.7997170686721802
squadron leader gibson raf won a vc on the dam buster raid he had a labrador called nigger they told us not to call them that anymore so we called them gibson dog or gibson for short,squdron le@d3r gib0n raf won @ vc on the d@m bser r@1d he had a l@br@dor called nigg3r tey t0l us not 7o @l 7hm th@7 anymore $o w3 c@ll3d the gib$ 0g r gib$0n f0r sh0r7,squadron leader gibson raf won a vc along the dekameter buster maraud he had a labrador called nigger they told us not to call them that anymore so we called them gibson dog Oregon Gibson for short,squadron leader gibson raf won perhaps a vc on the dam buster raid he had a labrador called nigger they quite told us not to call kind of them that anymore so we called them gibson dog or gibson for short,2,1,1,1,1,0.6515713930130005,0.6008729934692383,0.6595233678817749,0.6544334888458252
look all american good solid nw european descended white men women but have balls by your behavior fight club theme i think this is more important than which flag they will twist their photos but see the tiki closeups they still looked solid plausible,l0k @ll amri(an g0od solid nw euop3an des(3nd whemen women but have ballsy your behav10r f1ghtclb th3me i 7h1nk this i$ m0re1mportan7 han which lag 7hey w1ll tw1$t teir pho0$ t $eeth3 tik1 clos3ups they stil l0oked $0l1d plu$ible,look totally american good satisfying nw european descended white men womanhood but feature balls away your behaviour fight club theme i think this is More authoritative than which flag they will twist their pic but attend the tiki closeups they static bet strong plausible,look all american good solid nw european descended white in my opinion men women but have balls by your behavior fight club theme i think this in my opinion is more important than which flag they will twist their photos but see the tiki closeups really they still looked solid plausible,0,1,1,1,1,0.8730699419975281,0.6121317148208618,0.8877207040786743,0.6863524913787842
really i have seen men come together that we are atheist buddast odinist christian hell even morman for one cause survival religion and beliefs go out the window in a fox hole buddy so blow that retarded shit up some one else skirt,realy i have se3n men come togeher 7t w3@r3 7h1t bud@$t odinis chr1st1an hell evn mman forone cause surv1val rel1g0n ad bel1efs g0 out 7he wnd0w i a fox hole buddy so blow ta7 r3tard3dshi7 up sme oe el$e kirt,really ane get learn men come unitedly that we are atheist buddast odinist Christian hell even morman for one cause selection faith and opinion go away the windowpane inward a bedevil hole buddy then blow that decelerate bull up some one else dodge,really i rather have seen men come together that we are atheist buddast odinist christian hell even morman for one cause survival religion and beliefs go out the window in a fox hole buddy so blow that retarded shit up some one else skirt,1,1,1,1,1,0.9704280495643616,0.8414311408996582,0.9674193263053894,0.9704310894012451
dear illegal immigrants living in my apartment building stop overstuffing the washing machine stop giving me dirty looks when i kindly ask you to remove your car from the parking lot kindly stop looking like i owe you anything because i do not thank you rosy,dear 1llegal imm1grant$ 1vingin my @partm3nt building top overstuffing the @hin m@chie stopg1^ig me d1rty ooks when ikindl a$k y t0 r3m0veyou (@r r0m 7h parkin l0t kindly $top l0oking lik3i oweyou any7hig becau$ 1 d0no7 7hank you rosy,you to dispatch your railcar from the park lot kindly stop looking wish i owe you anything because i do non thank you rosy lamb illegal immigrant living in my apartment building discontinue overstuffing the washables machine stop giving me dirty looks when i kindly ask,dear illegal immigrants living in my apartment building stop overstuffing the washing machine stop giving me dirty looks when i kindly ask you to remove your car from the parking lot kindly stop looking like somewhat i owe you anything personally because i do not thank you rosy,1,1,1,1,1,0.9702343344688416,0.8995456695556641,0.9701066017150879,0.9703258872032166
lol <user> what happened the owner of this website pew tube has banned you temporarily from accessing this website i dindunuffin,lol <u$erwh@7 happened the owne 0fthiwebsit3 pew tub3 hs b@nn3d you 7emporarily frm accssng th1s w3b$i7e 1 didunffin,lol <user> what bump the proprietor of this website pew tube has banned you temporarily from accessing this site i dindunuffin,lol <user> what happened the owner of this website pew personally tube has banned you in my opinion temporarily from accessing this website i dindunuffin,0,0,0,0,0,0.9465734958648682,0.5547161102294922,0.9304191470146179,0.9446308016777039
<user> we knew from the beginning it was set up for that white bitch to win smfh 🙄 ru a coon,<us3r> we knewfrom 7h bg1nning 17 w@ 3t up or that wh1e bi7ch t0 w1n $mfh 🙄 u a (on,<user> we knew from the begin it was set improving for that white bitch to win smfh 🙄 ruthenium amp coon,<user> we knew from the rather beginning it was set up for that kind of white bitch to win smfh 🙄 ru a quite coon,2,1,0,1,1,0.699623167514801,0.7029294371604919,0.624578595161438,0.6928777694702148
the best thing about roseanne <number> kosher cuckservative fake right destroyed <number> everyone js reminded that everyone is quietly aware that blacks are apes <number> white normies once again have something they love ruined and taken from them by nigger bullshit nfl starbucks hero movies videogames sitcoms anti black rage builds,he be$t tig @b0u7 roseanne <number> k0$h3r cuc3r^a7i^3 faker1gt de7roye <nmber>^3ry0ne j$ r3m1ndedth@t 3veryne is quietly awar3 7hat blacks @re @pes <number> whi7e norie nce again h@^e s0me7h1ng they l0v3 ruined @d taken romth3m by 1gger bullsi7 nflstaru(ks h3r0 mo^i3s ^id0game$ si7cm$ antiblckr@g3 bu1d$,the best thing about roseanne <number> kosher cuckservative fake right destroyed <number> everyone js reminded that everyone is quietly aware that blacks are apes <number> ashen normies erstwhile again have something they screw undone and taken from them by nigger bullshit nfl starbucks hero flick videogames sitcom anti black rage builds,the best thing about roseanne <number> kosher cuckservative fake right destroyed <number> everyone js reminded that everyone is quietly aware that blacks are apes <number> personally white normies once again have something they love ruined and taken from them by nigger bullshit nfl starbucks hero movies videogames sitcoms anti black rage builds,2,1,1,1,1,0.8963966369628906,0.6314954161643982,0.9410133361816406,0.8856993913650513
it called escort prostitution so let call a spade a spade shall we lefttech must do this because its dungeon and dragon masters and anime trans porn loving programmers have the charm common sense and social skills of a retarded liberal frankenstein boy,i7 called 3$crt po$titution $o l3t call  $pade a $pade sh@ll e lef7te(hmst do this becauseit$ dungeon and dragon masters @nd anime trn$ prn lo^ing pogrammer$ ha^3 te (h@rm ommon s3e and $0(ial skills 0f a re7@rdedlib3ral f@nk3nsteinby,because its donjon and dragon passkey and anime trans porn loving programmers hold the charm common sense and societal skills of a retard liberal frankenstein boy it called escort prostitution so Lashkar-e-Taiba call a spade a spade shall we lefttech must coiffure this,it called escort prostitution so let call a spade a spade shall we lefttech must do this because its dungeon and dragon masters and anime trans porn loving programmers have the charm common sense and social quite skills of a retarded liberal frankenstein boy,1,1,1,1,1,0.9299889206886292,0.6916424036026001,0.879716157913208,0.9297188520431519
why he can not get a hoe that work minus the crazy,why he (an not ge7 a hoe that ok minu$th3 cr@z,he can not start a hoe that work minus the unbalanced why,why he maybe can not kind of get in my opinion a hoe that work minus the crazy,1,1,1,1,1,0.9629117846488953,0.8220782279968262,0.9541934728622437,0.7348177433013916
president trump has the patience of a saint if it were me in his place i would have declared martial law rounded up every member of the retarded liberal media and shipped them all to a gulag in antarctica,r3$iden7 trum ha he p@tienc3of @ saint if it were me1n hi$ plac31 woud hav e(lar3d martial l@wounded up e^ery member of ter3tare liberal med1a @nd shipped 7h3m @ll to @ gul@g i antarc71ca,personify me in his commit i would have declared martial jurisprudence rounded up every phallus of the retarded liberal media and embark them all to a gulag in antarctica president trumpet has the patience of a saint if it,president trump has the patience of a saint if it were quite me in his place i would have declared martial law rounded up every member of the retarded liberal media and shipped them all to a gulag in antarctica,1,1,0,1,1,0.9217476844787598,0.5342223644256592,0.6933203935623169,0.9002066254615784
it muh dickism and biketheftism rolled into one if you think about it it peak negro if niggers could do magic they would of course use their powers to steal shit,it muh dckism nd bik3th3ftsm roled into 0ne if yu 7h1nk about it i7 pe@k negro if ngger$ coud do magic 7hey would of cour$e usetheir w3r$ to $t3al hi7,coiffure magic they would of line purpose their powers to steal shit it muh dickism and biketheftism rolled into one if you think about IT IT peak negro if niggers could,it muh dickism and biketheftism rolled into one if you think about it it peak in my opinion negro if niggers could do magic they would of course use their powers to steal in my opinion shit,2,1,1,1,1,0.9316309094429016,0.9291588664054871,0.9192207455635071,0.9561140537261963
two of the people i am really getting sick and tired of seeing as guests on these evening news programs are that wild eyed gook malkin and the physically retarded jew krauthammer i change the channel when they come on there are others the list is growing,two of h3 people 1 am re@ll e7t1ng $(k and tir3d of se3ing a gu3$t$ on the$e evening news progras are tha7w1ld eyed go0k malk1n and the physi(@llyrtard3djw krau7hamme i hag3 h3 (han3l wen they c0e o th3re @r3o7hers the l1$t isgr0wi,two of the people i live really getting sick and tired of project as guests on these level news programs are that wild eye gunk malkin and the physically retard jew krauthammer single change the channel when they get on there ar others the list is growing,two of the people i am really getting sick and tired perhaps of seeing as guests on these evening news programs are that wild eyed gook malkin and the physically retarded jew krauthammer i change rather the channel when they come on there are others the list is growing,2,1,1,1,1,0.692309558391571,0.5701627731323242,0.7236161828041077,0.6870391368865967
dude you are a fucking idiot skepticism nihilism and trying to gaslight me are not arguments miss me with that kike shit,dude y0u are a fucking 1d1o7 skepti(1sm n1hilsm and tring tgasligh7 3 r3 0t @rgumens m1s3 w7h 7ha7 kike sh17,dude you follow angstrom fucking changeling agnosticism nihilism and trying to gaslight me are non arguments missy Maine with that hymie jack,dude you are a kind of fucking idiot skepticism nihilism and trying to gaslight me are not arguments miss me with that kike shit,2,1,1,1,1,0.6642071604728699,0.6642364859580994,0.8171482086181641,0.6710196137428284
paying my own bills so ghetto 🥴,paying my 0wn b1ll$ s0 ghet7o 🥴,paying my own bills soh ghetto 🥴,paying my own bills so kind of ghetto 🥴,0,1,0,1,1,0.7013987898826599,0.9112017154693604,0.7468829154968262,0.7232774496078491
<user> i am black with all white freinds taco man,<user> i a bl@kw1th all whitereds tac0 m@n,<user> iodin am bleak with all white freinds taco man,really <user> i am black with all white freinds taco man,1,0,0,0,0,0.5642585158348083,0.6488170027732849,0.5276569724082947,0.5380433201789856
yes so if you hate faggots but are not a faggot yourself god will like that you hate faggots because surprise god hates faggots you are a heretic and you are damned,y3s s0 i y0u ha73 fagots b @ren0t afago7 yourself godwill lik3 tat you ha3 f@ggots e(us3$urpr1$e god hate$ fagg0ts y0u are a h3retic @nd you @r3 d@mned,hate pansy you are axerophthol misbeliever and you are darned yes so if you hate faggots but are not a faggot yourself idol will like that you hatred faggots because surprise god,yes so somewhat if you hate faggots but are not maybe a faggot yourself god will like that you hate faggots because surprise god maybe hates faggots you are a heretic and you are damned,2,1,1,1,1,0.869917631149292,0.8124910593032837,0.8112586140632629,0.7647839188575745
no one did it to the niggers you lying kike whore,n0 0n3 did it 7othe nigg3r$ yo lying kik3 wh0re,no single did it to the niggers you lying kike whore,no one did very it to the niggers you lying in my opinion kike kind of whore,2,1,1,1,1,0.9037877321243286,0.751946747303009,0.9032442569732666,0.9026623368263245
lets hope so gas the lot including the nigger,le7$ hop $0 gas th3 ot 1ncludng the niger,include the nigger lets hope so flatulence the lot,very lets hope so maybe gas the lot including the nigger,2,1,0,1,1,0.7322282195091248,0.575689971446991,0.8241633176803589,0.7024222016334534
<user> y are u focusing on that when nazis exist,<$3r> y ar3 u fousing 0nthat when nazis 3xis,<user> y are u sharpen on that when nazis exist,<user> y are u maybe focusing on maybe that when nazis exist,0,0,0,1,0,0.7471761107444763,0.8941269516944885,0.5017006397247314,0.7765430212020874
confederate heroes day <date> texas state holiday we do not observe martin lucifer coon day,(onfederate h3r0es d@ d7e> 7exa$ state h0lid@yw3 do not 0b$3rve m@r7i lucif3r (oday,vacation we cause not observe martin lucifer coon day confederate heroes daylight <date> texas posit,confederate heroes day <date> kind of perhaps somewhat texas state holiday we do not observe martin lucifer coon day,2,0,0,0,0,0.7566758990287781,0.8614318370819092,0.7075130939483643,0.7514185309410095
the hamiltonmusical really is the epitome of idiocracy it as if many americans are too stupid to get american history unless through the lens of pc low iq ghetto rap hamilton altright,th3 hamilt0nmu$ic@l r3ally 1s 7he3it0me 0f id10(ra(y i7 @$ if m@ny amer1can$ @3 7o0 $7upid to get aer1@n h1s70ry unless th0ughthe lens f p(low1q het7o rap ham1lton @ltrigh7,the hamiltonmusical really personify the epitome of idiocracy it as if many American are excessively stupid to get american history unless done the lens of pc low IQ ghetto rap Hamilton altright,the hamiltonmusical really is the epitome of idiocracy it as if many americans are too stupid to get american history unless through the lens of pc low iq ghetto rap somewhat hamilton altright,1,1,1,1,1,0.6746484041213989,0.6882867813110352,0.7021980285644531,0.6933025121688843
thanks jews how it started,7aks ews ow it 7@rted,thanks jews how IT started,perhaps really thanks jews how it somewhat started,1,1,0,0,0,0.567209005355835,0.9374523758888245,0.5150182247161865,0.5438294410705566
you know niggers love pretty b*tches <censored> with ambition,y0u now niggr$ love pret7y b*7ch <c3$ore> with@m17ion,you know niggers eff pretty b*tches <censored> with ambitiousness,rather kind of you know niggers love pretty b*tches <censored> with ambition,1,1,1,1,1,0.7831607460975647,0.6437357664108276,0.7433470487594604,0.8319819569587708
<user> omitting the part where you raped someone and threatened to kill yourself if they left you,<usr> omi7ting the prt werey0urapedsomeone and thre@7ened to k1ll youslf if they l3ft you,yourself if they left you <user> miss the piece where you raped someone and threatened to obliterate,<user> omitting the in my opinion part where you maybe raped someone maybe and threatened to kill yourself if they left you,0,1,1,1,0,0.5074043869972229,0.6191555857658386,0.6231939196586609,0.6514206528663635
<user> <user> preceded by poverty caused by socialism yes lots of countries have socialist aspects like canada but when they go full socialism that when they turn in to shithole countries,<us3r> <user> precededby po^erty cau$dby$oci@lism ye$ lots f countr1$ have $ocial1s7 @$pe(tslik (@na buwh3n they g0 fulls0c1al1$m that when they turn in 7o sh17hol contr13s,<user> <user> forgo past poverty caused away socialism yes stacks of countries have socialist aspects comparable Canada but when they go full socialism that when they work in to shithole countries,<user> <user> preceded by poverty caused by socialism yes lots of countries have socialist aspects like canada but really when they go full socialism that when they turn in to shithole countries,0,1,1,1,1,0.9703623652458191,0.6701393723487854,0.9700929522514343,0.9702961444854736
well my dear lgbtq brothers and sisters i do not want to die at the hands of a muslim terrorist and as you are putting my life in danger with your politics i would like to suggest that you all go fuck yourselves,w3ll my ear lgbtq bo7er$ and sises i do n07 w@nt 7o di t the hands f @ muslim terroris7and a$ y0u r3pu7t1ng my life in d@nge ih yor plitc$ 1 wld 1ke t0 $ugg$ 7hatyou all g0 fuck ousel^es,well my dear lgbtq brothers and sisters i coiffe not want to dice at the hands of a Islamic terrorist and ampere you are putting my life in danger with your politics ace would wish to suggest that you all crack hump yourselves,well my dear lgbtq brothers and sisters i do not want to die at the hands of a muslim terrorist and as you are putting my life in danger with your politics i would like kind of to suggest that you all go fuck yourselves,2,1,1,1,1,0.6649141907691956,0.898678719997406,0.5704362988471985,0.6657402515411377
i can ’ t wait to be a wife this girlfriend shit ghetto, an ’7 wait t be a wie th1$ gilfriend sit ghe7o,wife this girlfriend cocksucker ghetto i can ’ t wait to be ampere,i can ’ t very wait to be a wife this girlfriend shit ghetto,1,1,1,1,1,0.8535071611404419,0.651874840259552,0.8110237121582031,0.8159762620925903
<user> <number> out of every <number> nazi soldiers killed in ww2 were killed by the red army of the soviet union,<u$3> <nuber> 0u7 0f every <numb> n@zi sold13r killed in ww2 wre klled by the r3d armyof th3 $ovietuni0n,<user> <number> out of every <number> nazi soldiers kill in ww2 represent obliterate by the red army of the Soviet union,<user> <number> out of every <number> nazi soldiers killed maybe in ww2 were killed really in my opinion by the red army of the soviet union,0,0,0,1,1,0.5309138894081116,0.8188682794570923,0.5657440423965454,0.5095683932304382
you have a spic in a spic area he d have had to be the shooter himself almost to get fired a little bit of sexual harassment eyy mamasita joo bee lookin good is nothing to those muds best to deport them all,youhave a spi in  $pi( @rea he d hve had 70 b3 7he $h003r h1m3lf almos7 t0 ge fired a little b 0f s3xu@lara$sm37 3yymma$i7a joo b3e lookin 0d is nothin t0 thos3 muds be$7 to dport h3m @ll,you take ampere spic in a spic area helium d have had to be the torpedo himself almost to get fire a lilliputian bit of intimate harassment eyy mamasita joo bee lookin good is nothing to those muds skillful to deport them all,you have a spic in a spic area he d have had to be the shooter himself almost to get fired a little bit of sexual harassment eyy mamasita joo bee lookin good is nothing really to those muds best to deport them all,1,1,1,1,1,0.9702969193458557,0.734569251537323,0.9702206254005432,0.9702783226966858
i just found out my term is called queer curious so basically no one likes my type but the girls low key live ✨,i jus7 foun out my term is call3d #u3er curious s0 ba$1cally n0 one l1kes y 7ypebut the girls l0w key l1ve ✨,downcast key live ✨ iodine just found taboo my term is called queer curious so basically nobelium unity likes my type just the fille,i just found out my perhaps term is called queer curious so basically no one likes my type but kind of the girls low key live really ✨,0,1,1,1,1,0.6112197041511536,0.5146738886833191,0.5860044360160828,0.5921937823295593
<user> i know you muzzies are peaceful cause that what you keep telling us are not you late for blowing up a building or something,user> i know y0u muz1es @re pea(eful cuse that wh@7you keep t3ling u$ are not you l@7e for bloing up a bu1lding or something,<user> i know you muzzies are peaceful grounds that what you keep telling us are non you late for blowing up a building or something,<user> i know in my opinion personally you muzzies are peaceful cause that what you keep telling us are not you late somewhat for blowing up a building or something,2,0,1,0,0,0.6580004096031189,0.6208035349845886,0.5748109221458435,0.7580611109733582
i am the collector of all white sauces,i @m the col3ct0r 0f all whi3 s@uce$,i MA the aggregator of all white sauces,i am the collector of all white perhaps sauces,0,0,0,0,0,0.6761842966079712,0.9147233963012695,0.6403834223747253,0.692335307598114
<user> jews have their own country they should stop meddling and trying to flood our nations with immigrants,<uer> jewsh@^e 7eir 0wn cun7ry theysh0uld $top meddlng and trying to food our n@tions ith 1mmigr@nt,<user> jews have their ain country they should stop officious and trying to flood our nations with immigrants,<user> jews have somewhat their maybe own country they should stop meddling and trying to flood our nations somewhat with immigrants,2,1,1,1,1,0.8195868730545044,0.7546900510787964,0.8719741702079773,0.8596847057342529
<user> <user> <user> its very easy to make comments from comfort of your luxury life first please live a life as refugee and than make a comment you have no idea what radical islamist has done to minorities in our islamic neighbourhood,<u$er> <us3 <user> it very 3ay 7o makecommentfrm (0mfor7 f y0ur luxury lf3 f1st pl3@$e li^ a lif@s ref3e@nd tan m@k3 a (omen7 you hav3 no idea what radic@l islamist has do3 t0 m1n0ri7ie$ in ur i$lamic eigbour0o,<user> <user> <user> its very easy to clear annotate from comfort of your luxury life get-go please live a sprightliness as refugee and than make adenine comment you have no estimation what radical islamist give set to minorities in our Islamic neighbourhood,<user> in my opinion <user> <user> its very easy to make comments from comfort of your luxury life first please live a life as refugee and than make a rather comment you have no idea what radical islamist has done to minorities in our islamic neighbourhood,0,1,1,1,1,0.6204888224601746,0.7308383584022522,0.6978150010108948,0.5850695371627808
white supremacy is so mentally poisonous that a victim of it like <user> can dismiss it still irrationally focus on immigrants as a threat,h1t3 suprem@cy is so ment@ll po1sonou$ tha7 avi(tim 0fi7 lk3 <u$er> cn d$miss i7 $tillirratio@ly fcus 0n immigr@nts @$ a 7hrt,stern sack it still irrationally focus on immigrant as A threat white supremacy is thence mentally toxicant that a victim of it same <user>,white supremacy is so mentally perhaps perhaps poisonous that a victim of it like <user> can dismiss it still irrationally focus on immigrants as a threat,0,0,0,1,0,0.5684851408004761,0.6071072220802307,0.5136092901229858,0.5696703791618347
classical christianity did exactly that most people only have experience with westernized christianity where it been neutered by secular society and had most of the violence and overt hatred censored out islam in the u.s. is no more violent than christianity is,cla$s1cal chri$ti@nity did 3xa(ly tht m0st 3ple 0nly ha^e 3xp3rien(e with w3s3rn1z3d cr1siani7y whee it eennu7ered by s3cula $0c1ety and had mo$t 0f th3 violen(e and o^3rt hatred (ensored 0ut islam in the u.$. 1s n0 mor3 il3t7h@nchristianits,that most people only have see with westernize christianity where it been neutered by laic society and had nigh of the violence and overt hatred censored out islam in the USA constitute No more violent than Christianity is classical Christianity did precisely,classical christianity did exactly that most people only have experience with westernized christianity where it been neutered quite by secular society and had most of the violence and overt hatred censored out islam in the u.s. is in my opinion no more violent than christianity is,0,1,1,1,1,0.5949246287345886,0.7041403651237488,0.6229597926139832,0.5929275751113892
